"year","month","affected_local_code","policy_type","policy_category"
2021,2,"51059",0,0
2021,2,"51600",0,0
2021,2,"51187",0,0
2021,2,"51107",0,0
2021,2,"51153",0,0
2021,2,"51683",0,0
2021,2,"51685",0,0
2021,2,"51610",0,0
2021,2,"51001",0,0
2021,2,"51760",0,0
2021,2,"51550",0,0
2021,2,"51620",0,0
2021,2,"51650",0,0
2021,2,"51093",0,0
2021,2,"51700",0,0
2021,2,"51710",0,0
2021,2,"51735",0,0
2021,2,"51199",0,0
2021,2,"51830",0,0
2021,2,"53023",0,0
2021,2,"53043",0,0
2021,2,"53051",0,0
2021,2,"53059",0,0
2021,2,"53065",0,0
2021,2,"53069",0,0
2021,2,"53075",0,0
2021,2,"53033",0,0
2021,2,"53005",0,0
2021,2,"53021",0,0
2021,2,"53017",0,0
2021,2,"53001",0,0
2021,2,"53011",0,0
2021,2,"53015",0,0
2021,2,"53025",0,0
2021,2,"53027",0,0
2021,2,"53029",0,0
2021,2,"53031",0,0
2021,2,"53035",0,0
2021,2,"53037",0,0
2021,2,"53039",0,0
2021,2,"53041",0,0
2021,2,"53045",0,0
2021,2,"53047",0,0
2021,2,"53049",0,0
2021,2,"53053",0,0
2021,2,"53055",0,0
2021,2,"53057",0,0
2021,2,"53061",0,0
2021,2,"53063",0,0
2021,2,"53067",0,0
2021,2,"53071",0,0
2021,2,"53073",0,0
2021,2,"53003",0,0
2021,2,"53013",0,0
2021,2,"53019",0,0
2021,2,"53009",0,0
2021,2,"53007",0,0
2021,2,"53077",0,0
2021,2,"54061",0,0
2021,2,"54003",0,0
2021,2,"54035",0,0
2021,2,"54069",0,0
2021,2,"54039",0,0
2021,2,"54033",0,0
2021,2,"54037",0,0
2021,2,"54049",0,0
2022,2,"01077",0,0
2022,2,"28051",0,0
2022,2,"28099",0,0
2022,2,"18177",0,0
2022,2,"01073",0,0
2022,2,"28061",0,0
2022,2,"04013",1,1
2022,2,"04005",4,0
2022,2,"04019",7,-1
2022,2,"04015",1,-1
2022,2,"06025",-4,-14
2022,2,"06115",1,1
2022,2,"06045",41,-17
2022,2,"06015",2,-16
2022,2,"06003",4,-4
2022,2,"06073",59,-65
2022,2,"06055",1,-5
2022,2,"06041",39,-35
2022,2,"06001",6,-56
2022,2,"06083",0,-2
2022,2,"06079",0,0
2022,2,"06059",7,-19
2022,2,"06009",2,-4
2022,2,"06019",22,-22
2022,2,"06091",1,1
2022,2,"06101",1,1
2022,2,"06109",13,-21
2022,2,"06013",9,-39
2022,2,"06113",4,-2
2022,2,"06063",-2,-6
2022,2,"06051",16,-18
2022,2,"06071",3,-1
2022,2,"06037",25,-29
2022,2,"06039",9,-19
2022,2,"06033",24,-26
2022,2,"06095",2,-2
2022,2,"06067",2,-14
2022,2,"06111",10,-30
2022,2,"06087",2,-2
2022,2,"06027",8,-4
2022,2,"06047",12,-20
2022,2,"06053",5,-1
2022,2,"06065",1,-3
2022,2,"06081",11,-27
2022,2,"06085",5,-5
2022,2,"06099",5,-3
2022,2,"06031",4,-2
2022,2,"06029",10,-6
2022,2,"06023",-5,-7
2022,2,"06097",4,-4
2022,2,"06077",3,-5
2022,2,"06061",0,0
2022,2,"06017",-1,-1
2022,2,"06005",7,-7
2022,2,"06069",2,-4
2022,2,"06057",2,-2
2022,2,"06011",9,-1
2022,2,"06043",3,-7
2022,2,"06021",11,-15
2022,2,"06007",5,-1
2022,2,"06035",0,0
2022,2,"06093",0,0
2022,2,"06105",0,0
2022,2,"66000",0,-16
2022,2,"06107",0,0
2022,2,"06089",0,0
2022,2,"08031",4,-4
2022,2,"12086",1,-1
2022,2,"12099",14,-20
2022,2,"12011",14,-40
2022,2,"12001",NA,-22
2022,2,"12131",0,0
2022,2,"12117",2,0
2022,2,"12103",1,1
2022,2,"12057",1,1
2022,2,"12083",1,1
2022,2,"12073",1,1
2022,2,"12095",1,1
2022,2,"13135",4,0
2022,2,"13089",37,-35
2022,2,"13129",7,-7
2022,2,"13057",12,-14
2022,2,"13063",9,-11
2022,2,"13121",8,-8
2022,2,"13067",1,-1
2022,2,"16001",1,-1
2022,2,"16039",1,-1
2022,2,"16015",1,-1
2022,2,"16085",1,-1
2022,2,"17087",0,0
2022,2,"17019",0,0
2022,2,"17139",0,0
2022,2,"17055",0,0
2022,2,"17141",0,0
2022,2,"17061",0,0
2022,2,"17003",0,0
2022,2,"17175",0,0
2022,2,"17121",0,0
2022,2,"17047",0,0
2022,2,"17021",0,0
2022,2,"17119",0,0
2022,2,"17147",0,0
2022,2,"17079",0,0
2022,2,"17143",0,0
2022,2,"17071",0,0
2022,2,"17053",0,0
2022,2,"17035",0,0
2022,2,"17183",0,0
2022,2,"17107",0,0
2022,2,"17115",0,0
2022,2,"17029",0,0
2022,2,"17161",0,0
2022,2,"17095",0,0
2022,2,"17037",0,0
2022,2,"17201",0,0
2022,2,"17189",0,0
2022,2,"17007",0,0
2022,2,"17199",0,0
2022,2,"17153",0,0
2022,2,"17059",0,0
2022,2,"17193",0,0
2022,2,"17163",0,0
2022,2,"17083",0,0
2022,2,"17069",0,0
2022,2,"17041",0,0
2022,2,"17011",0,0
2022,2,"17031",14,-18
2022,2,"17081",0,0
2022,2,"17093",0,0
2022,2,"17045",0,0
2022,2,"17101",0,0
2022,2,"17145",0,0
2022,2,"17005",0,0
2022,2,"17033",0,0
2022,2,"17177",0,0
2022,2,"17173",0,0
2022,2,"17077",0,0
2022,2,"17131",0,0
2022,2,"17065",0,0
2022,2,"17165",0,0
2022,2,"17023",0,0
2022,2,"17111",0,0
2022,2,"17127",0,0
2022,2,"17067",0,0
2022,2,"17185",0,0
2022,2,"17085",0,0
2022,2,"17103",0,0
2022,2,"17113",0,0
2022,2,"17157",0,0
2022,2,"17195",0,0
2022,2,"17089",0,0
2022,2,"17187",0,0
2022,2,"17075",0,0
2022,2,"17117",0,0
2022,2,"17151",0,0
2022,2,"17123",0,0
2022,2,"17073",0,0
2022,2,"17017",0,0
2022,2,"17191",0,0
2022,2,"17155",0,0
2022,2,"48123",0,0
2022,2,"17043",0,0
2022,2,"17197",0,0
2022,2,"17091",0,0
2022,2,"17135",0,0
2022,2,"17203",0,0
2022,2,"17171",0,0
2022,2,"17099",0,0
2022,2,"17129",0,0
2022,2,"17179",0,0
2022,2,"17051",0,0
2022,2,"17125",0,0
2022,2,"17137",0,0
2022,2,"17167",0,0
2022,2,"17159",0,0
2022,2,"17181",0,0
2022,2,"17063",0,0
2022,2,"17015",0,0
2022,2,"17001",0,0
2022,2,"17049",0,0
2022,2,"17109",0,0
2022,2,"17105",0,0
2022,2,"17013",0,0
2022,2,"17027",0,0
2022,2,"17025",0,0
2022,2,"17149",0,0
2022,2,"17009",0,0
2022,2,"17133",0,0
2022,2,"17169",0,0
2022,2,"17097",0,0
2022,2,"17057",0,0
2022,2,"42061",0,0
2022,2,"36073",-2,-2
2022,2,"36117",-2,-2
2022,2,"36035",-2,-2
2022,2,"42041",0,0
2022,2,"42071",0,0
2022,2,"36023",-2,-2
2022,2,"36097",-2,-2
2022,2,"18089",0,0
2022,2,"42101",0,0
2022,2,"42075",0,0
2022,2,"19113",0,0
2022,2,"42091",0,0
2022,2,"36017",-2,-2
2022,2,"42011",0,0
2022,2,"42037",0,0
2022,2,"18017",0,0
2022,2,"36007",-2,-2
2022,2,"36011",-2,-2
2022,2,"23031",0,0
2022,2,"18097",0,0
2022,2,"19013",0,0
2022,2,"42087",0,0
2022,2,"42099",0,0
2022,2,"42095",0,0
2022,2,"42025",0,0
2022,2,"42079",0,0
2022,2,"36065",-2,-2
2022,2,"36123",-2,-2
2022,2,"36069",-2,-2
2022,2,"18151",-2,-2
2022,2,"42069",0,0
2022,2,"36025",-2,-2
2022,2,"36037",-2,-2
2022,2,"36053",-2,-2
2022,2,"36077",-2,-2
2022,2,"36057",-2,-2
2022,2,"36015",-2,-2
2022,2,"42055",0,0
2022,2,"36107",-2,-2
2022,2,"36101",-2,-2
2022,2,"42029",0,0
2022,2,"42043",0,0
2022,2,"42017",0,0
2022,2,"42115",0,0
2022,2,"36121",-2,-2
2022,2,"42045",0,0
2022,2,"42001",0,0
2022,2,"18105",0,0
2022,2,"42067",0,0
2022,2,"42007",0,0
2022,2,"18081",0,0
2022,2,"42127",0,0
2022,2,"42103",0,0
2022,2,"18039",0,0
2022,2,"42107",0,0
2022,2,"19153",0,0
2022,2,"36067",-2,-2
2022,2,"42077",0,0
2022,2,"19049",0,0
2022,2,"42131",0,0
2022,2,"36051",-2,-2
2022,2,"36075",-2,-2
2022,2,"36109",-2,-2
2022,2,"36099",-2,-2
2022,2,"19169",0,0
2022,2,"36043",-2,-2
2022,2,"36055",-2,-2
2022,2,"19005",0,0
2022,2,"19051",0,0
2022,2,"19115",0,0
2022,2,"19033",0,0
2022,2,"19043",0,0
2022,2,"19109",0,0
2022,2,"19193",0,0
2022,2,"19191",0,0
2022,2,"19167",0,0
2022,2,"19019",0,0
2022,2,"19095",0,0
2022,2,"19105",0,0
2022,2,"19035",0,0
2022,2,"19075",0,0
2022,2,"19041",0,0
2022,2,"19045",0,0
2022,2,"19157",0,0
2022,2,"19101",0,0
2022,2,"19077",0,0
2022,2,"19061",0,0
2022,2,"19029",0,0
2022,2,"19069",0,0
2022,2,"19121",0,0
2022,2,"19067",0,0
2022,2,"19025",0,0
2022,2,"19183",0,0
2022,2,"19111",0,0
2022,2,"19175",0,0
2022,2,"19123",0,0
2022,2,"19011",0,0
2022,2,"19055",0,0
2022,2,"19017",0,0
2022,2,"19137",0,0
2022,2,"19149",0,0
2022,2,"19059",0,0
2022,2,"19065",0,0
2022,2,"19079",0,0
2022,2,"19001",0,0
2022,2,"19171",0,0
2022,2,"19125",0,0
2022,2,"19145",0,0
2022,2,"19185",0,0
2022,2,"19139",0,0
2022,2,"19089",0,0
2022,2,"19181",0,0
2022,2,"19195",0,0
2022,2,"19131",0,0
2022,2,"19163",0,0
2022,2,"19057",0,0
2022,2,"19143",0,0
2022,2,"19165",0,0
2022,2,"19021",0,0
2022,2,"19023",0,0
2022,2,"19015",0,0
2022,2,"19197",0,0
2022,2,"19071",0,0
2022,2,"19103",0,0
2022,2,"19031",0,0
2022,2,"19151",0,0
2022,2,"19107",0,0
2022,2,"19053",0,0
2022,2,"19085",0,0
2022,2,"19027",0,0
2022,2,"19047",0,0
2022,2,"19063",0,0
2022,2,"19073",0,0
2022,2,"19159",0,0
2022,2,"19187",0,0
2022,2,"19127",0,0
2022,2,"19129",0,0
2022,2,"19083",0,0
2022,2,"19173",0,0
2022,2,"19099",0,0
2022,2,"19155",0,0
2022,2,"19097",0,0
2022,2,"19119",0,0
2022,2,"19009",0,0
2022,2,"19039",0,0
2022,2,"19141",0,0
2022,2,"19189",0,0
2022,2,"19091",0,0
2022,2,"19117",0,0
2022,2,"19093",0,0
2022,2,"19179",0,0
2022,2,"19007",0,0
2022,2,"19135",0,0
2022,2,"19147",0,0
2022,2,"19081",0,0
2022,2,"19177",0,0
2022,2,"19161",0,0
2022,2,"19133",0,0
2022,2,"19037",0,0
2022,2,"19087",0,0
2022,2,"19003",0,0
2022,2,"20045",2,-8
2022,2,"20091",8,-10
2022,2,"20209",6,-6
2022,2,"20027",1,1
2022,2,"20103",2,-4
2022,2,"23013",0,0
2022,2,"31015",1,-1
2022,2,"23015",0,0
2022,2,"31017",1,-1
2022,2,"23005",0,0
2022,2,"31031",1,-1
2022,2,"31139",1,-1
2022,2,"31149",1,-1
2022,2,"31003",1,-1
2022,2,"31089",1,-1
2022,2,"31103",1,-1
2022,2,"23027",0,0
2022,2,"23023",0,0
2022,2,"23009",0,0
2022,2,"24021",-1,-5
2022,2,"24510",16,-14
2022,2,"24031",6,-12
2022,2,"24033",9,-17
2022,2,"24017",5,-5
2022,2,"36005",-1,-3
2022,2,"36047",-1,-3
2022,2,"36081",-1,-3
2022,2,"36085",-1,-3
2022,2,"25025",0,0
2022,2,"25027",0,0
2022,2,"36059",0,0
2022,2,"36061",-1,-3
2022,2,"28073",0,0
2022,2,"28057",0,0
2022,2,"28149",0,0
2022,2,"28081",0,0
2022,2,"28059",0,0
2022,2,"28163",0,0
2022,2,"28023",0,0
2022,2,"28137",0,0
2022,2,"28125",0,0
2022,2,"28049",0,0
2022,2,"28043",0,0
2022,2,"28161",0,0
2022,2,"28113",0,0
2022,2,"28031",0,0
2022,2,"28009",-1,-1
2022,2,"28067",0,0
2022,2,"28139",-1,-1
2022,2,"28089",0,0
2022,2,"28037",0,0
2022,2,"28033",-1,-1
2022,2,"28047",0,0
2022,2,"28063",0,0
2022,2,"28013",0,0
2022,2,"28133",0,0
2022,2,"28007",0,0
2022,2,"28015",0,0
2022,2,"28119",-1,-1
2022,2,"28011",0,0
2022,2,"28107",-1,-1
2022,2,"28117",0,0
2022,2,"28087",0,0
2022,2,"28115",0,0
2022,2,"28143",-1,-1
2022,2,"28075",0,0
2022,2,"28153",0,0
2022,2,"28147",0,0
2022,2,"28025",0,0
2022,2,"28121",0,0
2022,2,"28027",-1,-1
2022,2,"28145",0,0
2022,2,"28035",0,0
2022,2,"28029",0,0
2022,2,"28065",0,0
2022,2,"28083",0,0
2022,2,"28021",0,0
2022,2,"28151",0,0
2022,2,"28003",-1,-1
2022,2,"28105",0,0
2022,2,"28103",0,0
2022,2,"28093",-1,-1
2022,2,"28005",0,0
2022,2,"28123",0,0
2022,2,"28001",-1,-1
2022,2,"28053",0,0
2022,2,"28097",0,0
2022,2,"28091",0,0
2022,2,"28109",0,0
2022,2,"28135",0,0
2022,2,"28079",0,0
2022,2,"28069",0,0
2022,2,"28159",0,0
2022,2,"28077",0,0
2022,2,"28039",0,0
2022,2,"28155",0,0
2022,2,"28085",0,0
2022,2,"28131",0,0
2022,2,"28141",0,0
2022,2,"28101",0,0
2022,2,"28019",0,0
2022,2,"28127",0,0
2022,2,"28041",0,0
2022,2,"28017",0,0
2022,2,"28095",0,0
2022,2,"28111",0,0
2022,2,"28129",0,0
2022,2,"28045",0,0
2022,2,"28157",0,0
2022,2,"28071",-1,-1
2022,2,"54107",0,0
2022,2,"54011",0,0
2022,2,"29189",0,0
2022,2,"31079",1,-3
2022,2,"31181",0,-2
2022,2,"31023",2,-2
2022,2,"31099",0,-2
2022,2,"31045",1,-1
2022,2,"31055",2,-2
2022,2,"31039",1,-1
2022,2,"31167",1,-1
2022,2,"31013",1,-1
2022,2,"31043",1,-3
2022,2,"31069",1,-1
2022,2,"31019",1,-3
2022,2,"31075",1,-1
2022,2,"31111",2,-2
2022,2,"31083",0,-2
2022,2,"31081",0,-2
2022,2,"31057",1,-1
2022,2,"31053",2,-2
2022,2,"31155",2,-2
2022,2,"31077",1,-1
2022,2,"31121",0,-2
2022,2,"31047",1,-3
2022,2,"31185",2,-2
2022,2,"31147",1,-1
2022,2,"31119",2,-2
2022,2,"31115",1,-1
2022,2,"31067",1,-3
2022,2,"31137",0,-2
2022,2,"31153",2,-2
2022,2,"31177",2,-2
2022,2,"31097",1,-1
2022,2,"31041",1,-1
2022,2,"31101",1,-1
2022,2,"31061",0,-2
2022,2,"31113",1,-1
2022,2,"31165",1,-1
2022,2,"31135",1,-1
2022,2,"31051",1,-1
2022,2,"31105",1,-1
2022,2,"31025",2,-2
2022,2,"31087",1,-1
2022,2,"31073",0,-2
2022,2,"31159",3,-3
2022,2,"31035",0,-2
2022,2,"31063",1,-1
2022,2,"31141",3,-3
2022,2,"31151",0,-2
2022,2,"31161",1,-1
2022,2,"31021",1,-1
2022,2,"31037",2,-2
2022,2,"31007",1,-1
2022,2,"31085",1,-1
2022,2,"31145",1,-1
2022,2,"31123",1,-1
2022,2,"31179",1,-1
2022,2,"31065",1,-1
2022,2,"31093",1,-1
2022,2,"31171",1,-1
2022,2,"31169",0,-2
2022,2,"31071",1,-1
2022,2,"31175",1,-1
2022,2,"31163",1,-1
2022,2,"31143",2,-2
2022,2,"31125",2,-2
2022,2,"31095",0,-2
2022,2,"31001",1,-3
2022,2,"31129",0,-2
2022,2,"31127",1,-1
2022,2,"31091",1,-1
2022,2,"31173",1,-1
2022,2,"31033",1,-1
2022,2,"31157",2,-2
2022,2,"31049",1,-1
2022,2,"31029",1,-1
2022,2,"31183",1,-1
2022,2,"31131",1,-1
2022,2,"31133",1,-1
2022,2,"31059",0,-2
2022,2,"31117",1,-1
2022,2,"31027",1,-1
2022,2,"31107",1,-1
2022,2,"31011",2,-2
2022,2,"31109",2,-2
2022,2,"31009",1,-1
2022,2,"56015",0,0
2022,2,"31005",1,-1
2022,2,"32033",-2,-2
2022,2,"32023",-5,-3
2022,2,"32013",-2,-2
2022,2,"32011",-2,-4
2022,2,"08035",0,-2
2022,2,"32017",-1,-1
2022,2,"32009",-4,-4
2022,2,"32019",0,-2
2022,2,"32015",-2,-4
2022,2,"32029",-2,-2
2022,2,"32003",0,-2
2022,2,"32021",-1,-1
2022,2,"32001",-1,-3
2022,2,"32031",-5,-7
2022,2,"32027",-1,-1
2022,2,"32510",0,-2
2022,2,"35025",0,0
2022,2,"35017",0,0
2022,2,"35003",0,0
2022,2,"35057",0,0
2022,2,"35047",0,0
2022,2,"35041",0,0
2022,2,"35009",0,0
2022,2,"35045",0,0
2022,2,"35061",0,0
2022,2,"35001",0,0
2022,2,"35027",0,0
2022,2,"35023",0,0
2022,2,"35029",0,0
2022,2,"35019",0,0
2022,2,"35049",0,0
2022,2,"35051",0,0
2022,2,"35055",0,0
2022,2,"35006",0,0
2022,2,"35028",0,0
2022,2,"35031",0,0
2022,2,"35005",0,0
2022,2,"35059",0,0
2022,2,"35043",0,0
2022,2,"35039",0,0
2022,2,"35013",0,0
2022,2,"35015",0,0
2022,2,"35035",0,0
2022,2,"35037",0,0
2022,2,"35011",0,0
2022,2,"35007",0,0
2022,2,"35033",0,0
2022,2,"35053",0,0
2022,2,"35021",0,0
2022,2,"36027",0,0
2022,2,"36071",0,0
2022,2,"36079",0,0
2022,2,"36087",0,0
2022,2,"36103",0,0
2022,2,"36105",0,0
2022,2,"36111",0,0
2022,2,"36119",0,0
2022,2,"36001",0,0
2022,2,"36003",0,0
2022,2,"36009",0,0
2022,2,"36013",0,0
2022,2,"36019",0,0
2022,2,"36021",0,0
2022,2,"36029",0,0
2022,2,"36031",0,0
2022,2,"36033",0,0
2022,2,"36039",0,0
2022,2,"36041",0,0
2022,2,"36045",0,0
2022,2,"36049",0,0
2022,2,"36063",0,0
2022,2,"36083",0,0
2022,2,"36091",0,0
2022,2,"36093",0,0
2022,2,"36089",0,0
2022,2,"36113",0,0
2022,2,"36115",0,0
2022,2,"36095",0,0
2022,2,"39035",0,0
2022,2,"39145",0,0
2022,2,"39095",0,0
2022,2,"39139",0,0
2022,2,"39173",0,0
2022,2,"39009",0,0
2022,2,"39077",0,0
2022,2,"39113",0,0
2022,2,"39017",0,0
2022,2,"39129",0,0
2022,2,"39049",0,0
2022,2,"39153",0,0
2022,2,"39093",0,0
2022,2,"39045",0,0
2022,2,"39025",0,0
2022,2,"39089",0,0
2022,2,"39041",0,0
2022,2,"39155",0,0
2022,2,"39061",0,0
2022,2,"39159",0,0
2022,2,"39003",0,0
2022,2,"41031",0,0
2022,2,"41025",0,0
2022,2,"41041",0,0
2022,2,"41017",0,0
2022,2,"41027",0,0
2022,2,"41001",0,0
2022,2,"41055",0,0
2022,2,"41003",0,0
2022,2,"41067",0,0
2022,2,"41053",0,0
2022,2,"41035",0,0
2022,2,"41015",0,0
2022,2,"41047",0,0
2022,2,"41023",0,0
2022,2,"41007",0,0
2022,2,"41061",0,0
2022,2,"41011",0,0
2022,2,"41021",0,0
2022,2,"41059",0,0
2022,2,"41049",0,0
2022,2,"41019",0,0
2022,2,"41009",0,0
2022,2,"41005",0,0
2022,2,"41037",0,0
2022,2,"41065",0,0
2022,2,"41051",0,0
2022,2,"41045",0,0
2022,2,"41043",0,0
2022,2,"41013",0,0
2022,2,"41063",0,0
2022,2,"41057",0,0
2022,2,"41069",0,0
2022,2,"41071",0,0
2022,2,"41033",0,0
2022,2,"41039",0,0
2022,2,"41029",0,0
2022,2,"42073",0,0
2022,2,"42027",0,0
2022,2,"42031",0,0
2022,2,"42009",0,0
2022,2,"42049",0,0
2022,2,"42035",0,0
2022,2,"42113",0,0
2022,2,"42039",0,0
2022,2,"42019",0,0
2022,2,"42089",0,0
2022,2,"42053",0,0
2022,2,"42057",0,0
2022,2,"42033",0,0
2022,2,"42021",0,0
2022,2,"42051",0,0
2022,2,"42105",0,0
2022,2,"42081",0,0
2022,2,"42083",0,0
2022,2,"42085",0,0
2022,2,"42047",0,0
2022,2,"42063",0,0
2022,2,"42013",0,0
2022,2,"42093",0,0
2022,2,"42003",0,0
2022,2,"42005",0,0
2022,2,"42111",0,0
2022,2,"42015",0,0
2022,2,"42059",0,0
2022,2,"42117",0,0
2022,2,"42119",0,0
2022,2,"42065",0,0
2022,2,"42109",0,0
2022,2,"42023",0,0
2022,2,"42123",0,0
2022,2,"42097",0,0
2022,2,"42125",0,0
2022,2,"42133",0,0
2022,2,"42121",0,0
2022,2,"42129",0,0
2022,2,"45057",0,0
2022,2,"45055",0,0
2022,2,"   NA",-2,0
2022,2,"46083",0,0
2022,2,"46099",0,0
2022,2,"47037",0,0
2022,2,"48113",10,0
2022,2,"48141",-3,-3
2022,2,"48029",2,-4
2022,2,"48439",-1,1
2022,2,"48453",0,0
2022,2,"48003",0,0
2022,2,"48001",0,0
2022,2,"49043",0,0
2022,2,"49053",0,0
2022,2,"49055",0,0
2022,2,"49017",0,0
2022,2,"49027",0,0
2022,2,"49041",0,0
2022,2,"49015",0,0
2022,2,"49023",0,0
2022,2,"49057",0,0
2022,2,"49033",0,0
2022,2,"49013",0,0
2022,2,"49025",0,0
2022,2,"49039",0,0
2022,2,"49003",0,0
2022,2,"49037",0,0
2022,2,"49029",0,0
2022,2,"49051",0,0
2022,2,"49021",0,0
2022,2,"49005",0,0
2022,2,"49007",0,0
2022,2,"49011",0,0
2022,2,"49019",0,0
2022,2,"49045",0,0
2022,2,"49049",0,0
2022,2,"49035",0,0
2022,2,"49009",0,0
2022,2,"49047",0,0
2022,2,"49001",0,0
2022,2,"49031",0,0
2022,2,"51095",0,0
2022,2,"51131",0,0
2022,2,"51810",0,0
2022,2,"51510",0,0
2022,2,"51175",0,0
2022,2,"51740",0,0
2022,2,"51800",0,0
2022,2,"51013",0,0
2022,2,"51059",0,0
2022,2,"51600",0,0
2022,2,"51187",0,0
2022,2,"51107",0,0
2022,2,"51153",0,0
2022,2,"51683",0,0
2022,2,"51685",0,0
2022,2,"51610",0,0
2022,2,"51001",0,0
2022,2,"51760",0,0
2022,2,"51550",0,0
2022,2,"51620",0,0
2022,2,"51650",0,0
2022,2,"51093",0,0
2022,2,"51700",0,0
2022,2,"51710",0,0
2022,2,"51735",0,0
2022,2,"51199",0,0
2022,2,"51830",0,0
2022,2,"53023",0,0
2022,2,"53043",0,0
2022,2,"53051",0,0
2022,2,"53059",0,0
2022,2,"53065",0,0
2022,2,"53069",0,0
2022,2,"53075",0,0
2022,2,"53033",0,0
2022,2,"53005",0,0
2022,2,"53021",0,0
2022,2,"53017",0,0
2022,2,"53001",0,0
2022,2,"53011",0,0
2022,2,"53015",0,0
2022,2,"53025",0,0
2022,2,"53027",0,0
2022,2,"53029",0,0
2022,2,"53031",0,0
2022,2,"53035",0,0
2022,2,"53037",0,0
2022,2,"53039",0,0
2022,2,"53041",0,0
2022,2,"53045",0,0
2022,2,"53047",0,0
2022,2,"53049",0,0
2022,2,"53053",0,0
2022,2,"53055",0,0
2022,2,"53057",0,0
2022,2,"53061",0,0
2022,2,"53063",0,0
2022,2,"53067",0,0
2022,2,"53071",0,0
2022,2,"53073",0,0
2022,2,"53003",0,0
2022,2,"53013",0,0
2022,2,"53019",0,0
2022,2,"53009",0,0
2022,2,"53007",0,0
2022,2,"53077",0,0
2022,2,"54061",0,0
2022,2,"54003",0,0
2022,2,"54035",0,0
2022,2,"54069",0,0
2022,2,"54039",0,0
2022,2,"54033",0,0
2022,2,"54037",0,0
2022,2,"54049",0,0
2023,2,"01077",0,0
2023,2,"28051",0,0
2023,2,"28099",0,0
2023,2,"18177",0,0
2023,2,"01073",0,0
2023,2,"28061",0,0
2023,2,"04013",1,1
2023,2,"04005",4,0
2023,2,"04019",7,-1
2023,2,"04015",1,-1
2023,2,"06025",-4,-14
2023,2,"06115",1,1
2023,2,"06045",41,-17
2023,2,"06015",2,-16
2023,2,"06003",4,-4
2023,2,"06073",59,-65
2023,2,"06055",1,-5
2023,2,"06041",39,-35
2023,2,"06001",6,-56
2023,2,"06083",0,-2
2023,2,"06079",0,0
2023,2,"06059",7,-19
2023,2,"06009",2,-4
2023,2,"06019",22,-22
2023,2,"06091",1,1
2023,2,"06101",1,1
2023,2,"06109",13,-21
2023,2,"06013",9,-39
2023,2,"06113",4,-2
2023,2,"06063",-2,-6
2023,2,"06051",16,-18
2023,2,"06071",3,-1
2023,2,"06037",25,-29
2023,2,"06039",9,-19
2023,2,"06033",24,-26
2023,2,"06095",2,-2
2023,2,"06067",2,-14
2023,2,"06111",10,-30
2023,2,"06087",2,-2
2023,2,"06027",8,-4
2023,2,"06047",12,-20
2023,2,"06053",5,-1
2023,2,"06065",1,-3
2023,2,"06081",11,-27
2023,2,"06085",5,-5
2023,2,"06099",5,-3
2023,2,"06031",4,-2
2023,2,"06029",10,-6
2023,2,"06023",-5,-7
2023,2,"06097",4,-4
2023,2,"06077",3,-5
2023,2,"06061",0,0
2023,2,"06017",-1,-1
2023,2,"06005",7,-7
2023,2,"06069",2,-4
2023,2,"06057",2,-2
2023,2,"06011",9,-1
2023,2,"06043",3,-7
2023,2,"06021",11,-15
2023,2,"06007",5,-1
2023,2,"06035",0,0
2023,2,"06093",0,0
2023,2,"06105",0,0
2023,2,"66000",0,-16
2023,2,"06107",0,0
2023,2,"06089",0,0
2023,2,"08031",4,-4
2023,2,"12086",1,-1
2023,2,"12099",14,-20
2023,2,"12011",14,-40
2023,2,"12001",NA,-22
2023,2,"12131",0,0
2023,2,"12117",2,0
2023,2,"12103",1,1
2023,2,"12057",1,1
2023,2,"12083",1,1
2023,2,"12073",1,1
2023,2,"12095",1,1
2023,2,"13135",4,0
2023,2,"13089",37,-35
2023,2,"13129",7,-7
2023,2,"13057",12,-14
2023,2,"13063",9,-11
2023,2,"13121",8,-8
2023,2,"13067",1,-1
2023,2,"16001",1,-1
2023,2,"16039",1,-1
2023,2,"16015",1,-1
2023,2,"16085",1,-1
2023,2,"17087",0,0
2023,2,"17019",0,0
2023,2,"17139",0,0
2023,2,"17055",0,0
2023,2,"17141",0,0
2023,2,"17061",0,0
2023,2,"17003",0,0
2023,2,"17175",0,0
2023,2,"17121",0,0
2023,2,"17047",0,0
2023,2,"17021",0,0
2023,2,"17119",0,0
2023,2,"17147",0,0
2023,2,"17079",0,0
2023,2,"17143",0,0
2023,2,"17071",0,0
2023,2,"17053",0,0
2023,2,"17035",0,0
2023,2,"17183",0,0
2023,2,"17107",0,0
2023,2,"17115",0,0
2023,2,"17029",0,0
2023,2,"17161",0,0
2023,2,"17095",0,0
2023,2,"17037",0,0
2023,2,"17201",0,0
2023,2,"17189",0,0
2023,2,"17007",0,0
2023,2,"17199",0,0
2023,2,"17153",0,0
2023,2,"17059",0,0
2023,2,"17193",0,0
2023,2,"17163",0,0
2023,2,"17083",0,0
2023,2,"17069",0,0
2023,2,"17041",0,0
2023,2,"17011",0,0
2023,2,"17031",14,-18
2023,2,"17081",0,0
2023,2,"17093",0,0
2023,2,"17045",0,0
2023,2,"17101",0,0
2023,2,"17145",0,0
2023,2,"17005",0,0
2023,2,"17033",0,0
2023,2,"17177",0,0
2023,2,"17173",0,0
2023,2,"17077",0,0
2023,2,"17131",0,0
2023,2,"17065",0,0
